-4.928677677691372594e+01,-4.847666727549498944e+01,-5.324243409776786962e+01,-4.570028637234388214e+01,-5.108637994567985174e+01,-4.869988281742789837e+01,-5.053988107526227225e+01,-4.800091583346802082e+01,-4.908499752373379010e+01,-5.050849404734988468e+01,-4.848828590405878458e+01,-4.708889032851361378e+01,-4.938465392344020444e+01,-4.864119125947497935e+01,-5.191625289767022622e+01,-4.511299521632746945e+01,-4.914881326544189477e+01,-4.824052398911870654e+01,-4.793349122018334185e+01,-5.014528350837875337e+01,-4.384719908594058779e+01,-4.666096537574174619e+01,-4.684723387778240777e+01,-4.816390378155179519e+01,-4.895246383928473932e+01,-4.706729113997548097e+01,-5.076350797525411451e+01,-4.171002051000578348e+01,-5.131701268853025510e+01,-4.298446254405592981e+01,-4.615259596164656131e+01,-3.846080830174778242e+01,-4.830994673031414521e+01,-4.405464249006588773e+01,-4.532037743561832599e+01,-4.969336542988531136e+01,-4.505381383403825168e+01,-4.865552480592662477e+01,-4.494111288793497749e+01,-5.049444427707841498e+01
-5.280525789977377826e+01,-5.182387624037328777e+01,-4.692796628503384682e+01,-4.534175780171539571e+01,-5.317513266004080918e+01,-5.720397478648872891e+01,-4.860785188770438481e+01,-5.530211758253847876e+01,-5.167728352511699086e+01,-4.892690150066002985e+01,-5.387758544868425759e+01,-5.852510658618020756e+01,-5.179982337014359217e+01,-5.134574768872981565e+01,-5.209347846569935570e+01,-5.242336558861591556e+01,-4.246218575920277516e+01,-5.086455930948464044e+01,-5.207881798680583785e+01,-6.234806437626964737e+01,-4.962397368394243813e+01,-5.358281393449474450e+01,-4.977364764395233721e+01,-5.209249167944118142e+01,-4.378153463203061335e+01,-4.648938366683201906e+01,-4.540451821493199702e+01,-3.904635963437952029e+01,-5.376442911350184772e+01,-4.575178209131945550e+01,-4.558786100160376265e+01,-3.581559439638115805e+01,-4.529661880545769748e+01,-4.269560271885043790e+01,-3.814038208566265808e+01,-4.350656293988758705e+01,-4.360866888245889328e+01,-4.487556311619479033e+01,-4.556439087994933601e+01,-4.509928801982646007e+01
-5.686503562693238223e+01,-5.028868726807655065e+01,-4.681036543675190842e+01,-4.553236698147381389e+01,-5.100139973813444527e+01,-5.386369128545419471e+01,-4.748882998338998362e+01,-5.556464513677182993e+01,-5.382791598843000713e+01,-5.270639914020512862e+01,-5.123224430968677012e+01,-5.867950194831973931e+01,-5.157170247547860953e+01,-5.758391764459687323e+01,-5.144939156863022589e+01,-4.747953171849343335e+01,-4.309278792822442483e+01,-4.837937307900242700e+01,-5.215007308533326835e+01,-5.598525161730731980e+01,-5.450493539115175423e+01,-5.260566582745985897e+01,-5.988011126034952980e+01,-5.479710037967176817e+01,-4.647771756283235334e+01,-4.376226983057552644e+01,-4.278518324978873011e+01,-4.220598002654289616e+01,-5.112573015911329577e+01,-4.744097116676844905e+01,-4.497579948069634526e+01,-4.109886035802133364e+01,-4.707243399121535532e+01,-4.166456463474606409e+01,-3.898949978225176238e+01,-4.447908975716347157e+01,-4.272611253286567745e+01,-4.533421061142705355e+01,-4.432537507005527999e+01,-4.556198542113932604e+01
-5.475663442776288292e+01,-4.971706958018689448e+01,-5.079807508634183932e+01,-4.427655733363080515e+01,-4.650536365770094704e+01,-4.866338902450120685e+01,-5.478567023813676684e+01,-5.216783255421862719e+01,-5.074688553625388465e+01,-5.123953776318862907e+01,-5.205699535348898621e+01,-4.141423476845324814e+01,-5.321663106644999885e+01,-5.437450776261743357e+01,-5.459779220584831450e+01,-5.349532821405968264e+01,-4.667862509420400841e+01,-5.543431707104559081e+01,-5.543313414037309172e+01,-5.416271286920595429e+01,-5.410103446316278308e+01,-5.641740047821556203e+01,-5.421301267170149885e+01,-5.451264124644951181e+01,-4.400218285467624924e+01,-4.836449568381731012e+01,-5.089268197919673753e+01,-4.061298985678208595e+01,-5.172772532402663614e+01,-4.748609625976455817e+01,-4.337041092583414326e+01,-5.106062464218682351e+01,-5.149293241822440592e+01,-4.443641310375549125e+01,-4.199996997637349949e+01,-5.280777569722926046e+01,-4.993504000969476664e+01,-5.876308495387434050e+01,-5.186137487180359784e+01,-5.110099478250842253e+01
-4.626158103406324074e+01,-4.794678937629382176e+01,-4.106126364856886823e+01,-4.098101057445535389e+01,-4.815620181871410210e+01,-4.941142405204264065e+01,-4.794837919494254663e+01,-4.693030447012262130e+01,-4.157773873757371064e+01,-4.199912518918997506e+01,-3.649099936766602781e+01,-2.598338236685302860e+01,-4.708752407381041394e+01,-5.796504698561894742e+01,-6.198771230733628101e+01,-6.474086791490174164e+01,-3.968398373979955096e+01,-5.160353549567454934e+01,-4.858324556651108850e+01,-4.564671485004654272e+01,-4.853876973710458032e+01,-4.665038952659757143e+01,-4.260474025376562679e+01,-4.268254954237037424e+01,-2.858185386209958878e+01,-4.059194377107246510e+01,-4.882518835005664215e+01,-3.690001193774034505e+01,-4.259424861260849582e+01,-3.402856240328815574e+01,-3.347887830966623568e+01,-4.956019076768289722e+01,-4.968564735564190471e+01,-4.322388465251696488e+01,-4.209455096037199695e+01,-4.929225821886641512e+01,-4.965951303847061382e+01,-4.644540332279319017e+01,-4.598856522960006998e+01,-4.840978262854579128e+01
-3.046481938781898791e+01,-2.282969904688512486e+01,-2.844902395320105981e+01,-2.696148492261111329e+01,-2.460313606152675803e+01,-2.041966058157631636e+01,-1.958892649515318851e+01,-1.940390254276822901e+01,-1.869308988816354855e+01,-1.847959901401820204e+01,-1.599849455011008104e+01,-1.768267880590467556e+01,-4.217380516792408685e+01,-4.854631770226072263e+01,-5.167098347365524091e+01,-5.366087983569617137e+01,-2.410949549587331120e+01,-2.017340453384406018e+01,-1.852099159047340748e+01,-1.937564946817162692e+01,-2.044130823709783940e+01,-1.941094106337547487e+01,-1.775978538298067022e+01,-1.603345878627374788e+01,-1.868399556647971593e+01,-3.762585294645437983e+01,-4.395759976709844352e+01,-2.396821200884421899e+01,-1.847823655764698358e+01,-1.785804352439171794e+01,-2.739795087567097909e+01,-4.912061397505507188e+01,-5.045117456821967750e+01,-4.143396240393307295e+01,-2.021666270213821903e+01,-1.923369066270170080e+01,-1.923961984993343322e+01,-1.955789920452068742e+01,-2.036522506395531806e+01,-1.990209449794051366e+01
-1.553575697782232545e+01,-1.682091257652696470e+01,-2.735806993703929635e+01,-2.040079680009132090e+01,-1.208426487957851947e+01,-1.171448745231419331e+01,-1.161692142156006824e+01,-1.228016984726100880e+01,-1.739489516106197797e+01,-1.191631353110747149e+01,-1.237677272056082600e+01,-2.162501440707726985e+01,-4.240458852385137334e+01,-5.056375565060953647e+01,-4.871798555919293250e+01,-4.594508137929668834e+01,-1.686304222248918094e+01,-1.171873701050627403e+01,-1.231933292933275581e+01,-1.234905063514964674e+01,-1.232565540698472795e+01,-1.293805400877272049e+01,-1.397407872163817188e+01,-1.605945887003612071e+01,-2.215033862928229169e+01,-4.575801391734628254e+01,-4.912063228686901084e+01,-1.988725460877235207e+01,-1.540555974673968187e+01,-1.952966628086743839e+01,-3.156658742694808595e+01,-4.860681554544430583e+01,-5.494979729357871889e+01,-3.671297147003130590e+01,-1.558350104671979963e+01,-1.619878173073423255e+01,-1.616285789154525077e+01,-1.597984782742391907e+01,-1.588447466098120486e+01,-1.450779414355246999e+01
-1.132894717268673368e+01,-2.150768663831325256e+01,-2.988515461315580168e+01,-1.732841866859570246e+01,-1.099910316734639970e+01,-1.407631229163101771e+01,-1.411117741543046655e+01,-1.579189632570921908e+01,-2.631432553886036274e+01,-1.580239580336492722e+01,-1.872313409377184712e+01,-3.465122854968512200e+01,-4.746739325256451991e+01,-5.559117878409013258e+01,-4.785250570397151648e+01,-4.651427559249945176e+01,-1.498993513998114402e+01,-1.416180457490348488e+01,-1.699235733300583462e+01,-1.640817094561458944e+01,-1.590612980728821313e+01,-1.712549585531268548e+01,-2.189650607275627081e+01,-2.777116826241555358e+01,-3.061175896064963098e+01,-4.268022775474489805e+01,-5.638865615930984632e+01,-2.110961930633753170e+01,-2.303123306932899084e+01,-3.244684419193053060e+01,-4.096963795586407997e+01,-5.171110014255724963e+01,-6.093800122178969758e+01,-3.793037576903243746e+01,-1.896722166546205202e+01,-2.452280225668117808e+01,-2.436395434481929811e+01,-2.340210310563192664e+01,-2.273343835251757383e+01,-2.041805860208119228e+01
-1.926375822207348776e+01,-3.429602667720810416e+01,-4.365030114323999300e+01,-1.994868330824416702e+01,-2.622156643613546834e+01,-3.561957021806816925e+01,-3.642899613726295627e+01,-3.785296796813745601e+01,-3.930961412653723386e+01,-3.698991994610378242e+01,-4.247213752405916409e+01,-5.093016591527809567e+01,-5.776330498803880431e+01,-6.209284636742538055e+01,-5.766591400379367371e+01,-5.710249050178595809e+01,-2.053989120769450594e+01,-3.407448140233314149e+01,-4.047496741292053457e+01,-3.983930670255892892e+01,-3.806932677754161887e+01,-3.925021636512180123e+01,-4.524293365560964730e+01,-5.212460605134009484e+01,-4.681808105611673909e+01,-4.274110026514875216e+01,-5.517778661767849968e+01,-2.821720299839273238e+01,-4.316901088904731409e+01,-4.058522737405863268e+01,-4.821438674453509776e+01,-5.503509262918036882e+01,-7.069595627288690309e+01,-3.861544130212342196e+01,-2.796490938887459521e+01,-5.742208921025984125e+01,-5.445463079818889440e+01,-4.887398190584026736e+01,-4.971743555659261204e+01,-4.561836248522126169e+01
-2.852029627493653763e+01,-4.865840193933595970e+01,-4.915419573733088754e+01,-2.314498279659240154e+01,-4.458770060453810657e+01,-5.112652898930717527e+01,-4.946262239830366525e+01,-5.214261262698436639e+01,-4.098506847158832755e+01,-5.638495329235710329e+01,-4.412246775974581681e+01,-4.479042182563786412e+01,-5.334984122778644178e+01,-5.046048548874892248e+01,-5.639480445261841624e+01,-6.016261224777175443e+01,-2.338447913883709717e+01,-4.786354483759290446e+01,-5.366106478802659296e+01,-5.549032633164831196e+01,-5.577840076572083916e+01,-5.372337281454363733e+01,-4.999405523893502590e+01,-5.070010827606810722e+01,-3.374147660511810898e+01,-4.271692002726901904e+01,-5.525703826097980453e+01,-3.092076123040422075e+01,-4.874317909720872422e+01,-3.831359105469648085e+01,-4.471736242249145477e+01,-5.563842595655387413e+01,-6.232660940405464345e+01,-3.970761466065631851e+01,-2.936185425045955810e+01,-5.362499758560807095e+01,-5.911663419330920277e+01,-5.229751093869639789e+01,-5.256305355070517038e+01,-5.046739272632467532e+01
